iter	Passed	Remaining
1666	35977	7186
1667	35994	7164
1668	36017	7142
1669	36038	7121
1670	36055	7098
1671	36070	7076
1672	36086	7053
1673	36102	7030
1674	36118	7008
1675	36134	6985
1676	36152	6963
1677	36174	6941
1678	36192	6919
1679	36210	6897
1680	36237	6876
1681	36253	6854
1682	36271	6831
1683	36288	6809
1684	36308	6787
1685	36333	6766
1686	36350	6744
1687	36369	6722
1688	36391	6700
1689	36415	6679
1690	36436	6658
1691	36453	6635
1692	36469	6613
1693	36486	6590
1694	36501	6568
1695	36519	6545
1696	36535	6523
1697	36552	6501
1698	36572	6479
1699	36594	6457
1700	36619	6436
1701	36642	6415
1702	36660	6393
1703	36677	6371
1704	36694	6348
1705	36712	6326
1706	36730	6304
1707	36748	6282
1708	36765	6260
1709	36784	6238
1710	36810	6217
1711	36835	6196
1712	36853	6174
1713	36869	6152
1714	36884	6129
1715	36902	6107
1716	36919	6085
1717	36935	6062
1718	36951	6040
1719	36966	6017
1720	36982	5995
1721	37007	5974
1722	37039	5954
1723	37061	5933
1724	37080	5911
1725	37095	5888
1726	37112	5866
1727	37129	5844
1728	37147	5822
1729	37163	5800
1730	37180	5777
1731	37198	5755
1732	37219	5734
1733	37235	5711
1734	37254	5690
1735	37278	5669
1736	37300	5647
1737	37315	5625
1738	37332	5603
1739	37349	5580
1740	37366	5558
1741	37383	5536
1742	37407	5515
1743	37426	5493
1744	37443	5471
1745	37461	5449
1746	37482	5428
1747	37502	5406
1748	37518	5384
1749	37534	5362
1750	37550	5339
1751	37567	5317
1752	37584	5295
1753	37608	5274
1754	37626	5252
1755	37643	5230
1756	37658	5208
1757	37676	5186
1758	37700	5165
1759	37718	5143
1760	37733	5121
1761	37750	5099
1762	37766	5076
1763	37782	5054
1764	37804	5033
1765	37825	5011
1766	37841	4989
1767	37857	4967
1768	37873	4945
1769	37897	4924
1770	37920	4903
1771	37942	4881
1772	37960	4860
1773	37976	4838
1774	37997	4816
1775	38019	4795
1776	38036	4773
1777	38054	4751
1778	38070	4729
1779	38088	4707
1780	38108	4686
1781	38126	4664
1782	38143	4642
1783	38160	4620
1784	38177	4598
1785	38194	4576
1786	38220	4555
1787	38239	4533
1788	38255	4512
1789	38272	4490
1790	38290	4468
1791	38312	4446
1792	38333	4425
1793	38351	4403
1794	38367	4381
1795	38384	4359
1796	38402	4338
1797	38420	4316
1798	38441	4295
1799	38460	4273
1800	38480	4251
1801	38498	4230
1802	38521	4208
1803	38553	4188
1804	38583	4168
1805	38603	4146
1806	38622	4125
1807	38642	4103
1808	38661	4081
1809	38678	4060
1810	38695	4038
1811	38715	4016
1812	38736	3995
1813	38755	3973
1814	38771	3951
1815	38787	3930
1816	38805	3908
1817	38821	3886
1818	38842	3865
1819	38864	3843
1820	38881	3821
1821	38897	3800
1822	38913	3778
1823	38932	3756
1824	38952	3735
1825	38971	3713
1826	38987	3691
1827	39002	3669
1828	39017	3647
1829	39033	3626
1830	39054	3604
1831	39072	3583
1832	39089	3561
1833	39104	3539
1834	39120	3517
1835	39142	3496
1836	39162	3474
1837	39177	3453
1838	39193	3431
1839	39209	3409
1840	39224	3387
1841	39240	3365
1842	39259	3344
1843	39277	3322
1844	39297	3301
1845	39315	3279
1846	39333	3258
1847	39368	3238
1848	39388	3216
1849	39405	3195
1850	39420	3173
1851	39437	3151
1852	39457	3130
1853	39481	3109
1854	39498	3087
1855	39515	3065
1856	39531	3044
1857	39550	3022
1858	39570	3001
1859	39589	2979
1860	39605	2958
1861	39621	2936
1862	39637	2914
1863	39654	2893
1864	39674	2871
1865	39695	2850
1866	39711	2828
1867	39726	2807
1868	39742	2785
1869	39766	2764
1870	39785	2743
1871	39803	2721
1872	39818	2699
1873	39834	2678
1874	39849	2656
1875	39867	2635
1876	39889	2613
1877	39921	2593
1878	39946	2572
1879	39964	2550
1880	39983	2529
1881	40003	2508
1882	40020	2486
1883	40037	2465
1884	40053	2443
1885	40070	2422
1886	40094	2401
1887	40114	2379
1888	40129	2358
1889	40144	2336
1890	40162	2315
1891	40182	2293
1892	40200	2272
1893	40215	2250
1894	40229	2229
1895	40243	2207
1896	40258	2185
1897	40276	2164
1898	40298	2143
1899	40316	2121
1900	40332	2100
1901	40349	2079
1902	40370	2057
1903	40391	2036
1904	40408	2015
1905	40423	1993
1906	40437	1972
1907	40453	1950
1908	40469	1929
1909	40486	1907
1910	40508	1886
1911	40526	1865
1912	40541	1843
1913	40558	1822
1914	40580	1801
1915	40599	1779
1916	40616	1758
1917	40631	1737
1918	40648	1715
1919	40665	1694
1920	40682	1673
1921	40700	1651
1922	40726	1630
1923	40744	1609
1924	40760	1588
1925	40777	1566
1926	40798	1545
1927	40814	1524
1928	40829	1502
1929	40845	1481
1930	40861	1460
1931	40877	1438
1932	40894	1417
1933	40911	1396
1934	40934	1375
1935	40955	1353
1936	40972	1332
1937	40995	1311
1938	41014	1290
1939	41030	1268
1940	41045	1247
1941	41061	1226
1942	41078	1205
1943	41094	1183
1944	41108	1162
1945	41126	1141
1946	41146	1120
1947	41164	1098
1948	41181	1077
1949	41209	1056
1950	41246	1035
1951	41266	1014
1952	41283	993
1953	41300	972
1954	41316	951
1955	41333	929
1956	41359	908
1957	41377	887
1958	41395	866
1959	41420	845
1960	41437	824
1961	41453	802
1962	41469	781
1963	41485	760
1964	41500	739
1965	41516	717
1966	41531	696
1967	41548	675
1968	41569	654
1969	41587	633
1970	41603	612
1971	41628	591
1972	41647	569
1973	41667	548
1974	41684	527
1975	41700	506
1976	41715	485
1977	41731	464
1978	41748	443
1979	41771	421
1980	41787	400
1981	41801	379
1982	41818	358
1983	41840	337
1984	41859	316
1985	41877	295
1986	41895	274
1987	41912	252
1988	41930	231
1989	41956	210
1990	41976	189
1991	41995	168
1992	42012	147
1993	42036	126
1994	42057	105
1995	42075	84
1996	42092	63
1997	42109	42
1998	42127	21
1999	42148	0
